"pay_month","user_id","game_name","total_revenue","new_paid_users","new_mrr","churned_users","churned_revenue","expansion_mrr","contraction_revenue","back_from_churt_revenue","previous_paid_month","pervious_month","language","has_older_device_model","age"
2022-12-01,i0Pv5hwwYBxiPeCQ/AmnxQ==,game 3,62.61,i0Pv5hwwYBxiPeCQ/AmnxQ==,62.61,i0Pv5hwwYBxiPeCQ/AmnxQ==,,,,,,2022-11-01,ru,false,17
2022-09-01,I8yTxTfERu6jtLOfWB0dFQ==,game 3,43.29,I8yTxTfERu6jtLOfWB0dFQ==,43.29,I8yTxTfERu6jtLOfWB0dFQ==,,,,,,2022-08-01,ru,false,33
2022-08-01,ICBVvRc9TR+qF7IoBfEWsQ==,game 3,44.37,ICBVvRc9TR+qF7IoBfEWsQ==,44.37,,,,,,,2022-07-01,uk,true,18
2022-09-01,ICBVvRc9TR+qF7IoBfEWsQ==,game 3,41.91,,,,,,-2.46,,2022-08-01,2022-08-01,uk,true,18
2022-10-01,ICBVvRc9TR+qF7IoBfEWsQ==,game 3,80.73,,,,,38.82,,,2022-09-01,2022-09-01,uk,true,18
2022-11-01,ICBVvRc9TR+qF7IoBfEWsQ==,game 3,31.98,,,ICBVvRc9TR+qF7IoBfEWsQ==,,,-48.75,,2022-10-01,2022-10-01,uk,true,18
2022-05-01,IdKyooyTjAbvCA7p+ujKCw==,game 3,153.54,IdKyooyTjAbvCA7p+ujKCw==,153.54,,,,,,,2022-04-01,uk,false,19
2022-06-01,IdKyooyTjAbvCA7p+ujKCw==,game 3,103.14,,,,,,-50.40,,2022-05-01,2022-05-01,uk,false,19
2022-07-01,IdKyooyTjAbvCA7p+ujKCw==,game 3,84.45,,,,,,-18.69,,2022-06-01,2022-06-01,uk,false,19
2022-08-01,IdKyooyTjAbvCA7p+ujKCw==,game 3,54.24,,,,,,-30.21,,2022-07-01,2022-07-01,uk,false,19
2022-09-01,IdKyooyTjAbvCA7p+ujKCw==,game 3,41.61,,,,41.61,,-12.63,,2022-08-01,2022-08-01,uk,false,19
2022-12-01,IdKyooyTjAbvCA7p+ujKCw==,game 3,46.56,,,IdKyooyTjAbvCA7p+ujKCw==,,,,46.56,2022-09-01,2022-11-01,uk,false,19
2022-03-01,iFFApiXZ2wPdS666BLpKZw==,game 3,26.85,iFFApiXZ2wPdS666BLpKZw==,26.85,,,,,,,2022-02-01,uk,false,18
2022-04-01,iFFApiXZ2wPdS666BLpKZw==,game 3,49.92,,,,49.92,23.07,,,2022-03-01,2022-03-01,uk,false,18
2022-06-01,iFFApiXZ2wPdS666BLpKZw==,game 3,34.89,,,,,,,34.89,2022-04-01,2022-05-01,uk,false,18
2022-07-01,iFFApiXZ2wPdS666BLpKZw==,game 3,48.78,,,,,13.89,,,2022-06-01,2022-06-01,uk,false,18
2022-08-01,iFFApiXZ2wPdS666BLpKZw==,game 3,18.42,,,,,,-30.36,,2022-07-01,2022-07-01,uk,false,18
2022-09-01,iFFApiXZ2wPdS666BLpKZw==,game 3,53.94,,,,,35.52,,,2022-08-01,2022-08-01,uk,false,18
2022-10-01,iFFApiXZ2wPdS666BLpKZw==,game 3,15.48,,,iFFApiXZ2wPdS666BLpKZw==,,,-38.46,,2022-09-01,2022-09-01,uk,false,18
2022-04-01,iFnn4bfYgNs8OS5MCcLjeA==,game 3,18.39,iFnn4bfYgNs8OS5MCcLjeA==,18.39,,18.39,,,,,2022-03-01,uk,false,28
2022-07-01,iFnn4bfYgNs8OS5MCcLjeA==,game 3,21.39,,,,21.39,,,21.39,2022-04-01,2022-06-01,uk,false,28
2022-09-01,iFnn4bfYgNs8OS5MCcLjeA==,game 3,27.93,,,,,,,27.93,2022-07-01,2022-08-01,uk,false,28
2022-10-01,iFnn4bfYgNs8OS5MCcLjeA==,game 3,61.77,,,,,33.84,,,2022-09-01,2022-09-01,uk,false,28
2022-11-01,iFnn4bfYgNs8OS5MCcLjeA==,game 3,15.0,,,iFnn4bfYgNs8OS5MCcLjeA==,,,-46.77,,2022-10-01,2022-10-01,uk,false,28
2022-11-01,iG1GfeiUaaoT1pZksh8QKw==,game 3,13.65,iG1GfeiUaaoT1pZksh8QKw==,13.65,iG1GfeiUaaoT1pZksh8QKw==,,,,,,2022-10-01,uk,false,39
2022-07-01,iIytnKqiHLJVVoC/S4HgPQ==,game 3,12.51,iIytnKqiHLJVVoC/S4HgPQ==,12.51,iIytnKqiHLJVVoC/S4HgPQ==,,,,,,2022-06-01,ru,false,24
2022-06-01,ildaqkizLaFesmkjCvlzmQ==,game 3,54.54,ildaqkizLaFesmkjCvlzmQ==,54.54,,,,,,,2022-05-01,uk,false,24
2022-07-01,ildaqkizLaFesmkjCvlzmQ==,game 3,17.07,,,,,,-37.47,,2022-06-01,2022-06-01,uk,false,24
2022-08-01,ildaqkizLaFesmkjCvlzmQ==,game 3,58.23,,,,,41.16,,,2022-07-01,2022-07-01,uk,false,24
2022-09-01,ildaqkizLaFesmkjCvlzmQ==,game 3,50.19,,,,50.19,,-8.04,,2022-08-01,2022-08-01,uk,false,24
2022-11-01,ildaqkizLaFesmkjCvlzmQ==,game 3,12.12,,,ildaqkizLaFesmkjCvlzmQ==,,,,12.12,2022-09-01,2022-10-01,uk,false,24
2022-04-01,ilnMSoPJHAYMegDX02XG+w==,game 3,54.03,ilnMSoPJHAYMegDX02XG+w==,54.03,,,,,,,2022-03-01,uk,false,25
2022-05-01,ilnMSoPJHAYMegDX02XG+w==,game 3,64.86,,,ilnMSoPJHAYMegDX02XG+w==,,10.83,,,2022-04-01,2022-04-01,uk,false,25
2022-11-01,IS/yKhM20myJT0Ua+1Rk1w==,game 1,30.54,IS/yKhM20myJT0Ua+1Rk1w==,30.54,IS/yKhM20myJT0Ua+1Rk1w==,,,,,,2022-10-01,uk,false,26
2022-12-01,iw2tiT4Ar7pk2PlF0Jd6Yw==,game 3,78.00,iw2tiT4Ar7pk2PlF0Jd6Yw==,78.00,iw2tiT4Ar7pk2PlF0Jd6Yw==,,,,,,2022-11-01,ru,false,25
2022-03-01,J6WNl39fdxaY8ZtvV8wNkw==,game 3,16.14,J6WNl39fdxaY8ZtvV8wNkw==,16.14,,,,,,,2022-02-01,uk,true,18
2022-04-01,J6WNl39fdxaY8ZtvV8wNkw==,game 3,18.42,,,,,2.28,,,2022-03-01,2022-03-01,uk,true,18
2022-05-01,J6WNl39fdxaY8ZtvV8wNkw==,game 3,24.99,,,,,6.57,,,2022-04-01,2022-04-01,uk,true,18
2022-06-01,J6WNl39fdxaY8ZtvV8wNkw==,game 3,41.85,,,J6WNl39fdxaY8ZtvV8wNkw==,,16.86,,,2022-05-01,2022-05-01,uk,true,18
2022-06-01,JBV4ilPNTtWevrqq146kyg==,game 3,16.38,JBV4ilPNTtWevrqq146kyg==,16.38,,,,,,,2022-05-01,uk,false,43
2022-07-01,JBV4ilPNTtWevrqq146kyg==,game 3,34.59,,,JBV4ilPNTtWevrqq146kyg==,,18.21,,,2022-06-01,2022-06-01,uk,false,43
2022-05-01,jKSOgyMP0Yzld1pVpvyYrg==,game 3,15.06,jKSOgyMP0Yzld1pVpvyYrg==,15.06,,15.06,,,,,2022-04-01,uk,false,36
2022-08-01,jKSOgyMP0Yzld1pVpvyYrg==,game 3,26.31,,,,26.31,,,26.31,2022-05-01,2022-07-01,uk,false,36
2022-11-01,jKSOgyMP0Yzld1pVpvyYrg==,game 3,12.6,,,jKSOgyMP0Yzld1pVpvyYrg==,,,,12.6,2022-08-01,2022-10-01,uk,false,36
2022-12-01,jM8s8LsWXTBSKnIgg7UVjQ==,game 3,12.6,jM8s8LsWXTBSKnIgg7UVjQ==,12.6,jM8s8LsWXTBSKnIgg7UVjQ==,,,,,,2022-11-01,uk,false,30
2022-03-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,122.64,Jp0hnV9XOJGVV5jpFhlqgQ==,122.64,,,,,,,2022-02-01,uk,false,25
2022-04-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,56.16,,,,,,-66.48,,2022-03-01,2022-03-01,uk,false,25
2022-05-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,18.06,,,,,,-38.10,,2022-04-01,2022-04-01,uk,false,25
2022-06-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,63.39,,,,63.39,45.33,,,2022-05-01,2022-05-01,uk,false,25
2022-08-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,56.10,,,,56.10,,,56.10,2022-06-01,2022-07-01,uk,false,25
2022-10-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,46.89,,,,,,,46.89,2022-08-01,2022-09-01,uk,false,25
2022-11-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,59.04,,,Jp0hnV9XOJGVV5jpFhlqgQ==,,12.15,,,2022-10-01,2022-10-01,uk,false,25
2022-09-01,jQW6YmVUlZdePPY7F9NgMg==,game 3,12.12,jQW6YmVUlZdePPY7F9NgMg==,12.12,,,,,,,2022-08-01,uk,false,30
2022-10-01,jQW6YmVUlZdePPY7F9NgMg==,game 3,40.92,,,,,28.80,,,2022-09-01,2022-09-01,uk,false,30
2022-11-01,jQW6YmVUlZdePPY7F9NgMg==,game 3,58.32,,,jQW6YmVUlZdePPY7F9NgMg==,,17.40,,,2022-10-01,2022-10-01,uk,false,30
2022-07-01,juwM8fLyplCQTgKTP8dJgQ==,game 3,15.45,juwM8fLyplCQTgKTP8dJgQ==,15.45,,,,,,,2022-06-01,ru,false,34
2022-08-01,juwM8fLyplCQTgKTP8dJgQ==,game 3,13.65,,,,,,-1.80,,2022-07-01,2022-07-01,ru,false,34
2022-09-01,juwM8fLyplCQTgKTP8dJgQ==,game 3,49.89,,,,,36.24,,,2022-08-01,2022-08-01,ru,false,34
2022-10-01,juwM8fLyplCQTgKTP8dJgQ==,game 3,55.50,,,,,5.61,,,2022-09-01,2022-09-01,ru,false,34
2022-11-01,juwM8fLyplCQTgKTP8dJgQ==,game 3,16.44,,,juwM8fLyplCQTgKTP8dJgQ==,,,-39.06,,2022-10-01,2022-10-01,ru,false,34
2022-03-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,17.46,jVhb69DTRT5TSWYEiUrlbg==,17.46,,,,,,,2022-02-01,uk,false,20
2022-04-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,58.44,,,,,40.98,,,2022-03-01,2022-03-01,uk,false,20
2022-05-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,54.27,,,,,,-4.17,,2022-04-01,2022-04-01,uk,false,20
2022-06-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,66.45,,,,,12.18,,,2022-05-01,2022-05-01,uk,false,20
2022-07-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,36.21,,,,,,-30.24,,2022-06-01,2022-06-01,uk,false,20
2022-08-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,24.09,,,,,,-12.12,,2022-07-01,2022-07-01,uk,false,20
2022-09-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,42.39,,,,,18.30,,,2022-08-01,2022-08-01,uk,false,20
2022-10-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,78.48,,,,,36.09,,,2022-09-01,2022-09-01,uk,false,20
2022-11-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,25.38,,,,,,-53.10,,2022-10-01,2022-10-01,uk,false,20
2022-12-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,39.99,,,jVhb69DTRT5TSWYEiUrlbg==,,14.61,,,2022-11-01,2022-11-01,uk,false,20
2022-08-01,JZddlB04roDQYT2zrRPBcA==,game 3,12.45,JZddlB04roDQYT2zrRPBcA==,12.45,JZddlB04roDQYT2zrRPBcA==,,,,,,2022-07-01,uk,false,44
2022-10-01,K5c4Zypq0/6iQYmv/Dqm5A==,game 3,24.96,K5c4Zypq0/6iQYmv/Dqm5A==,24.96,,,,,,,2022-09-01,uk,false,21
2022-11-01,K5c4Zypq0/6iQYmv/Dqm5A==,game 3,18.12,,,K5c4Zypq0/6iQYmv/Dqm5A==,,,-6.84,,2022-10-01,2022-10-01,uk,false,21
2022-04-01,K/6KHxREKTlFZXRfBNVNuQ==,game 3,41.46,K/6KHxREKTlFZXRfBNVNuQ==,41.46,,,,,,,2022-03-01,ru,false,19
2022-05-01,K/6KHxREKTlFZXRfBNVNuQ==,game 3,13.26,,,,,,-28.20,,2022-04-01,2022-04-01,ru,false,19
2022-06-01,K/6KHxREKTlFZXRfBNVNuQ==,game 3,14.64,,,,,1.38,,,2022-05-01,2022-05-01,ru,false,19
2022-07-01,K/6KHxREKTlFZXRfBNVNuQ==,game 3,38.07,,,,38.07,23.43,,,2022-06-01,2022-06-01,ru,false,19
2022-09-01,K/6KHxREKTlFZXRfBNVNuQ==,game 3,31.53,,,,,,,31.53,2022-07-01,2022-08-01,ru,false,19
2022-10-01,K/6KHxREKTlFZXRfBNVNuQ==,game 3,16.83,,,K/6KHxREKTlFZXRfBNVNuQ==,,,-14.70,,2022-09-01,2022-09-01,ru,false,19
2022-08-01,kAGCRMpNBghYDdEZ7r3Ptg==,game 2,12.93,kAGCRMpNBghYDdEZ7r3Ptg==,12.93,kAGCRMpNBghYDdEZ7r3Ptg==,,,,,,2022-07-01,en,false,31
2022-10-01,KFO5m0KyIyGE1D5YZHC8Wg==,game 1,25.71,KFO5m0KyIyGE1D5YZHC8Wg==,25.71,KFO5m0KyIyGE1D5YZHC8Wg==,,,,,,2022-09-01,uk,true,21
2022-12-01,kGxMA4SONgR8wL4JeeX8PQ==,game 3,32.37,kGxMA4SONgR8wL4JeeX8PQ==,32.37,kGxMA4SONgR8wL4JeeX8PQ==,,,,,,2022-11-01,uk,false,23
2022-10-01,k+mv8oxK5y+607GU9LGO+A==,game 3,49.65,k+mv8oxK5y+607GU9LGO+A==,49.65,,,,,,,2022-09-01,uk,false,17
2022-11-01,k+mv8oxK5y+607GU9LGO+A==,game 3,32.76,,,k+mv8oxK5y+607GU9LGO+A==,,,-16.89,,2022-10-01,2022-10-01,uk,false,17
2022-10-01,Krr8Kwf65LaX8LctHRsFWg==,game 3,72.36,Krr8Kwf65LaX8LctHRsFWg==,72.36,,,,,,,2022-09-01,ru,false,16
2022-11-01,Krr8Kwf65LaX8LctHRsFWg==,game 3,65.40,,,,,,-6.96,,2022-10-01,2022-10-01,ru,false,16
2022-12-01,Krr8Kwf65LaX8LctHRsFWg==,game 3,47.88,,,Krr8Kwf65LaX8LctHRsFWg==,,,-17.52,,2022-11-01,2022-11-01,ru,false,16
2022-03-01,l3sFUsG2qpcnrEzwRnjvtQ==,game 3,38.10,l3sFUsG2qpcnrEzwRnjvtQ==,38.10,,,,,,,2022-02-01,ru,false,15
2022-04-01,l3sFUsG2qpcnrEzwRnjvtQ==,game 3,59.73,,,l3sFUsG2qpcnrEzwRnjvtQ==,,21.63,,,2022-03-01,2022-03-01,ru,false,15
2022-12-01,L3waZ4UDUTOCMfVcL29lGQ==,game 3,45.06,L3waZ4UDUTOCMfVcL29lGQ==,45.06,L3waZ4UDUTOCMfVcL29lGQ==,,,,,,2022-11-01,en,false,29
2022-07-01,L8+KU8u6xftnkFVO501X7w==,game 3,14.04,L8+KU8u6xftnkFVO501X7w==,14.04,,,,,,,2022-06-01,uk,false,30
2022-08-01,L8+KU8u6xftnkFVO501X7w==,game 3,14.55,,,L8+KU8u6xftnkFVO501X7w==,,0.51,,,2022-07-01,2022-07-01,uk,false,30
2022-04-01,lCD23Awt3KotauWenCRr5w==,game 3,47.94,lCD23Awt3KotauWenCRr5w==,47.94,,,,,,,2022-03-01,uk,false,20
2022-05-01,lCD23Awt3KotauWenCRr5w==,game 3,90.75,,,,90.75,42.81,,,2022-04-01,2022-04-01,uk,false,20
2022-07-01,lCD23Awt3KotauWenCRr5w==,game 3,22.98,,,lCD23Awt3KotauWenCRr5w==,,,,22.98,2022-05-01,2022-06-01,uk,false,20
2022-05-01,lGI5+OCzV6nnDMpyZWtZAg==,game 3,17.25,lGI5+OCzV6nnDMpyZWtZAg==,17.25,lGI5+OCzV6nnDMpyZWtZAg==,,,,,,2022-04-01,ru,false,18
2022-10-01,lHTzlMgVj6HJZc31yCCDng==,game 3,46.29,lHTzlMgVj6HJZc31yCCDng==,46.29,,,,,,,2022-09-01,uk,false,19
2022-11-01,lHTzlMgVj6HJZc31yCCDng==,game 3,14.73,,,lHTzlMgVj6HJZc31yCCDng==,,,-31.56,,2022-10-01,2022-10-01,uk,false,19
2022-08-01,lJW2nxFOiXDfsmSrwGsFQw==,game 3,69.18,lJW2nxFOiXDfsmSrwGsFQw==,69.18,,,,,,,2022-07-01,uk,false,20
2022-09-01,lJW2nxFOiXDfsmSrwGsFQw==,game 3,66.33,,,,,,-2.85,,2022-08-01,2022-08-01,uk,false,20
2022-10-01,lJW2nxFOiXDfsmSrwGsFQw==,game 3,23.79,,,,23.79,,-42.54,,2022-09-01,2022-09-01,uk,false,20
2022-12-01,lJW2nxFOiXDfsmSrwGsFQw==,game 3,31.38,,,lJW2nxFOiXDfsmSrwGsFQw==,,,,31.38,2022-10-01,2022-11-01,uk,false,20
2022-09-01,LO9NuZYI6zP2HXEBAS4wpw==,game 3,15.78,LO9NuZYI6zP2HXEBAS4wpw==,15.78,,,,,,,2022-08-01,uk,false,23
2022-10-01,LO9NuZYI6zP2HXEBAS4wpw==,game 3,29.31,,,,,13.53,,,2022-09-01,2022-09-01,uk,false,23
2022-11-01,LO9NuZYI6zP2HXEBAS4wpw==,game 3,50.76,,,,,21.45,,,2022-10-01,2022-10-01,uk,false,23
2022-12-01,LO9NuZYI6zP2HXEBAS4wpw==,game 3,45.60,,,LO9NuZYI6zP2HXEBAS4wpw==,,,-5.16,,2022-11-01,2022-11-01,uk,false,23
2022-05-01,lP6BWSFF4OZeWp0jrAHY9g==,game 3,13.2,lP6BWSFF4OZeWp0jrAHY9g==,13.2,,13.2,,,,,2022-04-01,uk,false,29
2022-11-01,lP6BWSFF4OZeWp0jrAHY9g==,game 3,29.16,,,,,,,29.16,2022-05-01,2022-10-01,uk,false,29
2022-12-01,lP6BWSFF4OZeWp0jrAHY9g==,game 3,36.6,,,lP6BWSFF4OZeWp0jrAHY9g==,,7.44,,,2022-11-01,2022-11-01,uk,false,29
2022-12-01,LuDHi0aoGmgpUtTGreh0fQ==,game 3,12.09,LuDHi0aoGmgpUtTGreh0fQ==,12.09,LuDHi0aoGmgpUtTGreh0fQ==,,,,,,2022-11-01,uk,true,22
2022-04-01,Lug+Yg90jslWgHEN6dc+Ng==,game 3,82.23,Lug+Yg90jslWgHEN6dc+Ng==,82.23,,82.23,,,,,2022-03-01,uk,false,21
2022-06-01,Lug+Yg90jslWgHEN6dc+Ng==,game 3,18.66,,,,,,,18.66,2022-04-01,2022-05-01,uk,false,21
2022-07-01,Lug+Yg90jslWgHEN6dc+Ng==,game 3,93.36,,,,,74.70,,,2022-06-01,2022-06-01,uk,false,21
2022-08-01,Lug+Yg90jslWgHEN6dc+Ng==,game 3,58.50,,,,58.50,,-34.86,,2022-07-01,2022-07-01,uk,false,21
2022-11-01,Lug+Yg90jslWgHEN6dc+Ng==,game 3,13.08,,,,,,,13.08,2022-08-01,2022-10-01,uk,false,21
2022-12-01,Lug+Yg90jslWgHEN6dc+Ng==,game 3,33.09,,,Lug+Yg90jslWgHEN6dc+Ng==,,20.01,,,2022-11-01,2022-11-01,uk,false,21
2022-11-01,L+wA3BIaEKSpxf2uqmtJxQ==,game 3,68.43,L+wA3BIaEKSpxf2uqmtJxQ==,68.43,,,,,,,2022-10-01,uk,true,25
2022-12-01,L+wA3BIaEKSpxf2uqmtJxQ==,game 3,37.14,,,L+wA3BIaEKSpxf2uqmtJxQ==,,,-31.29,,2022-11-01,2022-11-01,uk,true,25
2022-05-01,LWAxWBdiFs/25YxI4ZGthA==,game 3,86.46,LWAxWBdiFs/25YxI4ZGthA==,86.46,,,,,,,2022-04-01,ru,true,17
2022-06-01,LWAxWBdiFs/25YxI4ZGthA==,game 3,18.54,,,LWAxWBdiFs/25YxI4ZGthA==,,,-67.92,,2022-05-01,2022-05-01,ru,true,17
2022-07-01,lx3SsUV7NOrv93tCexVp5A==,game 3,36.21,lx3SsUV7NOrv93tCexVp5A==,36.21,,,,,,,2022-06-01,uk,false,16
2022-08-01,lx3SsUV7NOrv93tCexVp5A==,game 3,17.22,,,,,,-18.99,,2022-07-01,2022-07-01,uk,false,16
2022-09-01,lx3SsUV7NOrv93tCexVp5A==,game 3,23.85,,,,,6.63,,,2022-08-01,2022-08-01,uk,false,16
2022-10-01,lx3SsUV7NOrv93tCexVp5A==,game 3,29.85,,,,29.85,6.00,,,2022-09-01,2022-09-01,uk,false,16
2022-12-01,lx3SsUV7NOrv93tCexVp5A==,game 3,16.2,,,lx3SsUV7NOrv93tCexVp5A==,,,,16.2,2022-10-01,2022-11-01,uk,false,16
2022-07-01,m7Hk77dySHBbxrKgro1Hjg==,game 3,22.77,m7Hk77dySHBbxrKgro1Hjg==,22.77,,,,,,,2022-06-01,uk,false,30
2022-08-01,m7Hk77dySHBbxrKgro1Hjg==,game 3,18.84,,,,18.84,,-3.93,,2022-07-01,2022-07-01,uk,false,30
2022-11-01,m7Hk77dySHBbxrKgro1Hjg==,game 3,13.89,,,m7Hk77dySHBbxrKgro1Hjg==,,,,13.89,2022-08-01,2022-10-01,uk,false,30
2022-09-01,MAkig8NeMsTs73r6K0uDpA==,game 3,14.55,MAkig8NeMsTs73r6K0uDpA==,14.55,,,,,,,2022-08-01,uk,false,20
2022-10-01,MAkig8NeMsTs73r6K0uDpA==,game 3,48.27,,,,,33.72,,,2022-09-01,2022-09-01,uk,false,20
2022-11-01,MAkig8NeMsTs73r6K0uDpA==,game 3,45.72,,,,,,-2.55,,2022-10-01,2022-10-01,uk,false,20
2022-12-01,MAkig8NeMsTs73r6K0uDpA==,game 3,18.0,,,MAkig8NeMsTs73r6K0uDpA==,,,-27.72,,2022-11-01,2022-11-01,uk,false,20
2022-08-01,mcbWtEz8ADI9GXCi1lfaSA==,game 3,16.05,mcbWtEz8ADI9GXCi1lfaSA==,16.05,mcbWtEz8ADI9GXCi1lfaSA==,,,,,,2022-07-01,uk,true,17
2022-11-01,mEqQ5vHXzsdrqHAQT3zs+g==,game 3,12.54,mEqQ5vHXzsdrqHAQT3zs+g==,12.54,,,,,,,2022-10-01,uk,true,25
2022-12-01,mEqQ5vHXzsdrqHAQT3zs+g==,game 3,14.88,,,mEqQ5vHXzsdrqHAQT3zs+g==,,2.34,,,2022-11-01,2022-11-01,uk,true,25
2022-08-01,mEtO8F+CRPGmaJ8SHa7BbA==,game 3,26.70,mEtO8F+CRPGmaJ8SHa7BbA==,26.70,,,,,,,2022-07-01,uk,false,32
2022-09-01,mEtO8F+CRPGmaJ8SHa7BbA==,game 3,27.12,,,,,0.42,,,2022-08-01,2022-08-01,uk,false,32
2022-10-01,mEtO8F+CRPGmaJ8SHa7BbA==,game 3,31.17,,,,,4.05,,,2022-09-01,2022-09-01,uk,false,32
2022-11-01,mEtO8F+CRPGmaJ8SHa7BbA==,game 3,22.14,,,mEtO8F+CRPGmaJ8SHa7BbA==,,,-9.03,,2022-10-01,2022-10-01,uk,false,32
2022-10-01,MJrNeNCAIVBe/OSRGhrelw==,game 3,69.78,MJrNeNCAIVBe/OSRGhrelw==,69.78,MJrNeNCAIVBe/OSRGhrelw==,,,,,,2022-09-01,uk,true,21
2022-09-01,MjzYQ3OFStqCMS3HzrxA2g==,game 3,15.33,MjzYQ3OFStqCMS3HzrxA2g==,15.33,,15.33,,,,,2022-08-01,ru,false,27
2022-11-01,MjzYQ3OFStqCMS3HzrxA2g==,game 3,21.45,,,,,,,21.45,2022-09-01,2022-10-01,ru,false,27
2022-12-01,MjzYQ3OFStqCMS3HzrxA2g==,game 3,12.72,,,MjzYQ3OFStqCMS3HzrxA2g==,,,-8.73,,2022-11-01,2022-11-01,ru,false,27
2022-10-01,mq7MyR1XHK5rM4mgtKjsgg==,game 3,12.51,mq7MyR1XHK5rM4mgtKjsgg==,12.51,mq7MyR1XHK5rM4mgtKjsgg==,,,,,,2022-09-01,uk,false,40
2022-05-01,MRcEXu/KG95hsIyJM/816A==,game 3,37.98,MRcEXu/KG95hsIyJM/816A==,37.98,,,,,,,2022-04-01,uk,false,32
2022-06-01,MRcEXu/KG95hsIyJM/816A==,game 3,23.4,,,,,,-14.58,,2022-05-01,2022-05-01,uk,false,32
2022-07-01,MRcEXu/KG95hsIyJM/816A==,game 3,14.73,,,,,,-8.67,,2022-06-01,2022-06-01,uk,false,32
2022-08-01,MRcEXu/KG95hsIyJM/816A==,game 3,26.13,,,,,11.40,,,2022-07-01,2022-07-01,uk,false,32
2022-09-01,MRcEXu/KG95hsIyJM/816A==,game 3,14.67,,,,,,-11.46,,2022-08-01,2022-08-01,uk,false,32
2022-10-01,MRcEXu/KG95hsIyJM/816A==,game 3,32.10,,,,,17.43,,,2022-09-01,2022-09-01,uk,false,32
2022-11-01,MRcEXu/KG95hsIyJM/816A==,game 3,37.92,,,MRcEXu/KG95hsIyJM/816A==,,5.82,,,2022-10-01,2022-10-01,uk,false,32
2022-10-01,mRT725ZK68AhE3Sk9xH5cw==,game 3,43.68,mRT725ZK68AhE3Sk9xH5cw==,43.68,,,,,,,2022-09-01,ru,false,29
2022-11-01,mRT725ZK68AhE3Sk9xH5cw==,game 3,17.28,,,,,,-26.40,,2022-10-01,2022-10-01,ru,false,29
2022-12-01,mRT725ZK68AhE3Sk9xH5cw==,game 3,50.28,,,mRT725ZK68AhE3Sk9xH5cw==,,33.00,,,2022-11-01,2022-11-01,ru,false,29
2022-08-01,MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,68.43,MSxDpyVU8A+9Wgmnb8b1IQ==,68.43,,,,,,,2022-07-01,uk,false,14
2022-09-01,MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,27.54,,,,,,-40.89,,2022-08-01,2022-08-01,uk,false,14
2022-10-01,MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,68.58,,,,,41.04,,,2022-09-01,2022-09-01,uk,false,14
2022-11-01,MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,28.08,,,,,,-40.50,,2022-10-01,2022-10-01,uk,false,14
2022-12-01,MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,32.22,,,MSxDpyVU8A+9Wgmnb8b1IQ==,,4.14,,,2022-11-01,2022-11-01,uk,false,14
2022-08-01,mTha7D/MRe45dQaUAEKV3g==,game 3,14.73,mTha7D/MRe45dQaUAEKV3g==,14.73,mTha7D/MRe45dQaUAEKV3g==,,,,,,2022-07-01,uk,false,42
2022-08-01,mXihLMwkG8RgO1jsFnJXnA==,game 3,12.75,mXihLMwkG8RgO1jsFnJXnA==,12.75,,,,,,,2022-07-01,uk,false,32
2022-09-01,mXihLMwkG8RgO1jsFnJXnA==,game 3,26.31,,,mXihLMwkG8RgO1jsFnJXnA==,,13.56,,,2022-08-01,2022-08-01,uk,false,32
2022-11-01,mY631USB1Y3/I1dHNhoEyA==,game 3,15.3,mY631USB1Y3/I1dHNhoEyA==,15.3,,,,,,,2022-10-01,uk,false,22
2022-12-01,mY631USB1Y3/I1dHNhoEyA==,game 3,36.36,,,mY631USB1Y3/I1dHNhoEyA==,,21.06,,,2022-11-01,2022-11-01,uk,false,22
2022-10-01,mzGpnrpyuOB+qfwTJ0XliQ==,game 3,77.70,mzGpnrpyuOB+qfwTJ0XliQ==,77.70,,,,,,,2022-09-01,ru,false,16
2022-11-01,mzGpnrpyuOB+qfwTJ0XliQ==,game 3,42.57,,,,,,-35.13,,2022-10-01,2022-10-01,ru,false,16
